  USAF  WBAN YR--MODAHRMN DIR SPD GUS CLG SKC L M H  VSB MW MW MW MW AW AW AW AW W TEMP DEWP    SLP   ALT    STP MAX MIN PCP01 PCP06 PCP24 PCPXX SD
545110 ***** 201912181200 200   2 *** *** BKN * * *  8.1 00 ** ** ** ** ** ** ** 0   28   15 1030.3 ***** 1026.1  35  20 *****  0.00  0.00  0.00 **
545110 ***** 201912181200 990   7 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   32   16 ****** 30.42 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912181230 990   2 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   25   16 ****** 30.42 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912181300 070   2 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   23   16 ****** 30.42 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912181330 050   4 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   21   16 ****** 30.42 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912181400 060   2 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   19   16 ****** 30.42 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912181430 990   4 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   19   16 ****** 30.42 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912181500 360   0  14 *** *** * * *  7.4 00 ** ** ** ** ** ** ** *   24   14 1030.1 ***** 1025.9  35  20 ***** ***** ***** ***** **
545110 ***** 201912181500 060   2 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   19   16 ****** 30.42 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912181530 990   2 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   21   16 ****** 30.42 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912181600 360   4 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   21   16 ****** 30.39 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912181630 110   2 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   21   16 ****** 30.39 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912181700 010   4 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   19   14 ****** 30.39 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912181730 990   2 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   18   14 ****** 30.39 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912181800 060   2 *** *** *** * * *  5.6 00 ** ** ** ** ** ** ** 0   23   16 1029.4 ***** 1025.2  35  20 *****  0.00  0.00  0.00 **
545110 ***** 201912181800 990   2 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   19   16 ****** 30.39 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912181830 340   2 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   18   12 ****** 30.39 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912181900 350   4 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   18   12 ****** 30.39 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912181930 340   7 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   19   16 ****** 30.39 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912182000 330   4 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   19   16 ****** 30.39 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912182030 350   7 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   19   14 ****** 30.39 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912182100 352   5  13 *** *** * * *  8.9 00 ** ** ** ** ** ** ** *   28    9 1028.7 ***** 1024.5  35  20 ***** ***** ***** ***** **
545110 ***** 201912182100 990   7 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   27   14 ****** 30.39 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912182130 320  18 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   27   14 ****** 30.39 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912182200 330  13 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   25   12 ****** 30.39 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912182230 310  16 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   28    9 ****** 30.42 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912182300 300  16 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   28    9 ****** 30.42 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912182330 990  11  25 *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   28    7 ****** 30.45 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912190000 350  16 *** *** BKN * * * 18.8 00 ** ** ** ** ** ** ** 0   29   -4 1030.6 ***** 1026.4  35  22 *****  0.00  0.00  0.00 **
545110 ***** 201912190000 290  16  27 *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   28    5 ****** 30.45 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912190030 300  18 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   28    3 ****** 30.47 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912190100 300  20 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   28    3 ****** 30.47 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912190130 300  18 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   28    3 ****** 30.47 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912190200 310  22 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   28    3 ****** 30.50 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912190230 320  18 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   30    3 ****** 30.50 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912190300 342  13  32 722 SCT * * * 18.8 00 ** ** ** ** ** ** ** 0   29   -2 1033.1 ***** 1028.9  35  22 ***** ***** ***** ***** **
545110 ***** 201912190300 990  18 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   30    3 ****** 30.50 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912190330 320  18 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   32    1 ****** 30.50 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912190400 990  16 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   32    0 ****** 30.47 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912190430 990  13 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   32    1 ****** 30.47 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912190500 330  13 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   34    0 ****** 30.47 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912190530 990  13 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   34    0 ****** 30.45 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912190600 340  11 *** *** *** * * * 18.8 00 ** ** ** ** ** ** ** 0   32   -5 1031.4 ***** 1027.2  35  22 *****  0.00  0.00  0.00 **
545110 ***** 201912190600 350  13 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   34    0 ****** 30.45 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912190630 990  11 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   34    0 ****** 30.45 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912190700 990   4 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   34   -2 ****** 30.45 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912190730 990   4 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   32    0 ****** 30.45 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912190800 990   4 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   32    0 ****** 30.45 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912190830 290  13  27 *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   32   -2 ****** 30.47 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912190900 340   7  32 722 CLR * * * 18.8 00 ** ** ** ** ** ** ** 0   30   -3 1032.3 ***** 1028.1  33  22 ***** ***** ***** ***** **
545110 ***** 201912190900 290  11 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   30    1 ****** 30.47 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912190930 290   9 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   30    3 ****** 30.47 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912191000 990  11 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   30    3 ****** 30.47 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912191030 290  13  27 *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   30    3 ****** 30.50 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912191100 300  16 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   30    3 ****** 30.50 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912191130 990  13 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   28    3 ****** 30.50 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912191200 360   7 *** *** BKN * * * 18.8 00 ** ** ** ** ** ** ** 0   29   -5 1033.7 ***** 1029.5  33  22 *****  0.00  0.00  0.00 **
545110 ***** 201912191200 300  11  22 *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   28    1 ****** 30.50 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912191230 330  11  22 *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   28    1 ****** 30.53 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912191300 990   4 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   27    1 ****** 30.53 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912191330 990   4 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   23    0 ****** 30.53 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912191400 360   7 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   21    0 ****** 30.53 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912191430 360   7 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   19    1 ****** 30.53 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912191500 176   3  27 *** *** * * * 18.8 00 ** ** ** ** ** ** ** *   26   -4 1034.1 ***** 1029.9  33  22 ***** ***** ***** ***** **
545110 ***** 201912191500 990   4 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   23    1 ****** 30.53 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912191530 020   4 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   21    1 ****** 30.53 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912191600 020   7 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   23    3 ****** 30.50 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912191630 990   4 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   21    3 ****** 30.50 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912191700 990   2 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   21    1 ****** 30.50 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912191730 990   2 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   18    1 ****** 30.50 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912191800 *** *** *** *** *** * * * 13.8 00 ** ** ** ** ** ** ** 0   18    0 1033.0 ***** 1028.8  33  18 *****  0.00  0.00  0.00 **
545110 ***** 201912191800 010   4 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   12    5 ****** 30.47 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912191830 350   4 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   16    5 ****** 30.47 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912191900 350   4 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   14    3 ****** 30.47 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912191930 330   4 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   14    3 ****** 30.47 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912192000 350   4 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   16    3 ****** 30.45 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912192030 340   4 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   14    3 ****** 30.45 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912192100 990   2 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   14    7 ****** 30.45 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912192130 990   2 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   12    3 ****** 30.45 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912192200 990   2 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   12    5 ****** 30.45 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912192230 360   4 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   10    5 ****** 30.45 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912192300 360   4 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   14    5 ****** 30.45 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912192330 350   4 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   14    7 ****** 30.45 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912200000 *** *** *** 722 SCT * * * 10.6 00 ** ** ** ** ** ** ** 0   16    5 1031.8 ***** 1027.6  33  14 *****  0.00  0.00  0.00 **
545110 ***** 201912200000 340   4 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   16    7 ****** 30.45 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912200030 350   4 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   18    9 ****** 30.47 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912200100 010   2 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   19    9 ****** 30.47 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912200130 990   2 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   23    9 ****** 30.47 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912200200 990   4 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   23    9 ****** 30.47 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912200230 990   4 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   23    7 ****** 30.45 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912200300 202   6 *** 722 SCT * * * 14.1 00 ** ** ** ** ** ** ** 0   29    1 1030.8 ***** 1026.6  33  14 ***** ***** ***** ***** **
545110 ***** 201912200300 990   4 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   25    7 ****** 30.45 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912200330 060   4 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   27    5 ****** 30.42 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912200400 990   4 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   28    5 ****** 30.39 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912200430 990   2 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   28    5 ****** 30.39 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912200500 990   2 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   30    7 ****** 30.36 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912200530 990   4 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   30    7 ****** 30.36 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912200600 210   7 *** 722 SCT * * * 17.5 00 ** ** ** ** ** ** ** 0   34    2 1027.0 ***** 1022.8  34  14 *****  0.00  0.00  0.00 **
545110 ***** 201912200600 990   4 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   30    7 ****** 30.33 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912200630 990   2 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   30    7 ****** 30.30 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912200700 990   2 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   30    9 ****** 30.30 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912200730 990   4 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   30    9 ****** 30.30 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912200800 990   4 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   30    9 ****** 30.30 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912200830 040   4 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   28    9 ****** 30.30 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912200900 196   4  14 722 SCT * * * 16.7 00 ** ** ** ** ** ** ** 0   31    5 1026.8 ***** 1022.6  35  14 ***** ***** ***** ***** **
545110 ***** 201912200900 050   4 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   28    9 ****** 30.30 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912200930 990   2 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   27   10 ****** 30.30 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912201000 050   4 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   28    9 ****** 30.30 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912201030 050   4 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   27    9 ****** 30.30 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912201100 060   4 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   27    9 ****** 30.33 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912201130 060   2 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   25    9 ****** 30.33 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912201200 200   2 *** 722 SCT * * *  9.4 00 ** ** ** ** ** ** ** 0   26    7 1027.1 ***** 1022.9  35  14 *****  0.00  0.00  0.00 **
545110 ***** 201912201200 010   4 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   23    9 ****** 30.33 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912201230 040   2 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   21    9 ****** 30.33 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912201300 030   2 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   19   10 ****** 30.33 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912201330 ***   0 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   19    9 ****** 30.33 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912201400 990   2 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   18   10 ****** 30.33 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912201430 ***   0 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   18   10 ****** 30.33 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912201500 070   3  14 *** *** * * *  7.3 00 ** ** ** ** ** ** ** *   24   10 1027.2 ***** 1023.0  35  14 ***** ***** ***** ***** **
545110 ***** 201912201500 350   4 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   18    9 ****** 30.33 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912201530 360   4 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   18   10 ****** 30.33 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912201600 360   4 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   18   10 ****** 30.33 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912201630 360   4 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   19    9 ****** 30.30 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912201700 360   2 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   18   10 ****** 30.33 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912201730 340   4 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   16   10 ****** 30.30 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912201800 070   2 *** *** *** * * *  7.5 00 ** ** ** ** ** ** ** 0   22    8 1026.8 ***** 1022.6  35  14 *****  0.00  0.00  0.00 **
545110 ***** 201912201800 350   4 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   16   10 ****** 30.30 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912201830 330   2 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   18   10 ****** 30.30 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912201900 350   2 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   14    9 ****** 30.30 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912201930 350   4 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   12    9 ****** 30.30 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912202000 340   9 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   14    9 ****** 30.30 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912202030 990   4 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   19   12 ****** 30.30 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912202100 060   2 *** *** *** * * *  7.2 00 ** ** ** ** ** ** ** *   17    8 1025.7 ***** 1021.5  35  14 ***** ***** ***** ***** **
545110 ***** 201912202100 990   4 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   18   12 ****** 30.27 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912202130 300   4 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   19   10 ****** 30.27 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912202200 340   4 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   16    9 ****** 30.27 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912202230 350   7 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   16   10 ****** 30.30 ****** *** *** ***** ***** ***** ***** **
